Region,Country,Item Type,Sales Channel,Order Priority,Order Date,Order ID,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit
Central America and the Caribbean,Belize,Fruits,Online,M,5/23/2020,470041310.0,4524.0,9.38,6.96,42435.12,31487.04,10948.08
Sub-Saharan Africa,Mexico,Snacks,Offline,M,10/14/2019,962703025.0,4073.0,154.99,98.98,631274.27,403145.54,228128.73
North America,Swaziland,Baby Food,Offline,M,10/2/2019,140040338.0,9903.0,279.84,174.76,2771255.52,1730648.28,1040607.24
North America,Botswana,Meat,Online,L,11/17/2023,586477077.0,455.0,421.9,364.7,191964.5,165938.5,26026.0
North America,South Africa,Household,Offline,C,3/30/2023,906749570.0,6203.0,632.31,475.5,3922218.93,2949526.5,972692.43
North America,Nigeria,Cosmetics,Offline,L,10/10/2017,675906646.0,4651.0,439.75,264.87,2045277.25,1231910.37,813366.88
North America,Mozambique,Cosmetics,Online,C,1/16/2020,889309632.0,5337.0,444.24,267.57,2370908.88,1428021.09,942887.79
Europe,Romania,Cereal,Offline,C,9/29/2018,812632358.0,4828.0,212.12,120.77,1024115.36,583077.56,441037.8
Europe,Belarus,Cosmetics,Online,L,10/17/2020,231861150.0,1722.0,444.24,267.57,764981.28,460755.54,304225.74
Middle East and North Africa,Qatar,Office Supplies,Online,H,10/21/2022,803294837.0,1648.0,643.16,518.47,1059927.68,854438.56,205489.12
Asia,Myanmar,Baby Food,Online,L,6/18/2022,203544747.0,2269.0,257.74,160.95,584812.06,365195.55,219616.51
Asia,Kyrgyzstan,Beverages,Online,M,4/19/2022,679534709.0,8276.0,48.07,32.2,397827.32,266487.2,131340.12
Middle East and North Africa,Syria,Beverages,Online,H,5/2/2018,498501050.0,6393.0,51.81,34.71,331221.33,221901.03,109320.3
Asia,Thailand,Cereal,Online,L,1/9/2019,697992599.0,376.0,197.33,112.34,74196.08,42239.84,31956.24
Asia,Maldives,Snacks,Online,H,9/25/2018,135870683.0,6009.0,163.56,104.45,982832.04,627640.05,355191.99
North America,Seychelles ,Cereal,Online,C,9/7/2016,440309131.0,6111.0,201.4,114.66,1230755.4,700687.26,530068.14
Asia,Turkmenistan,Vegetables,Offline,H,9/24/2020,159794270.0,5530.0,167.61,98.93,926883.3,547082.9,379800.4
Australia and Oceania,Kiribati,Cereal,Offline,M,11/12/2020,613124930.0,6147.0,191.0,108.74,1174077.0,668424.78,505652.22
Middle East and North Africa,Libya,Snacks,Offline,C,4/15/2021,939412438.0,1871.0,142.54,91.03,266692.34,170317.13,96375.21
Europe,Andorra,Snacks,Online,M,5/3/2016,348080623.0,3646.0,141.5,90.37,515909.0,329489.02,186419.98
Europe,Germany,Office Supplies,Online,L,9/11/2019,368865811.0,4445.0,640.48,516.31,2846933.6,2294997.95,551935.65
Asia,Kyrgyzstan,Beverages,Online,M,1/17/2020,801816833.0,4274.0,48.74,32.65,208314.76,139546.1,68768.66
North America,Sudan,Cosmetics,Offline,C,4/10/2020,167295014.0,5167.0,444.24,267.57,2295388.08,1382534.19,912853.89
North America,Comoros,Office Supplies,Offline,M,7/18/2020,655974185.0,6193.0,699.12,563.58,4329650.16,3490250.94,839399.22
Europe,Denmark,Personal Care,Online,L,2/4/2022,478840672.0,8451.0,89.69,62.19,757970.19,525567.69,232402.5
North America,Zambia,Personal Care,Offline,M,6/5/2021,617193305.0,69.0,75.85,52.6,5233.65,3629.4,1604.25
Europe,Sweden,Cereal,Online,L,7/19/2016,772643411.0,1210.0,201.4,114.66,243694.0,138738.6,104955.4
Central America and the Caribbean,Costa Rica,Cereal,Offline,L,1/11/2023,717114818.0,9065.0,200.03,113.88,1813271.95,1032322.2,780949.75
Europe,Poland,Beverages,Online,M,8/22/2019,742843854.0,2859.0,47.12,31.57,134716.08,90258.63,44457.45
North America,Sudan,Office Supplies,Offline,C,9/23/2022,312379348.0,8846.0,643.16,518.47,5689393.36,4586385.62,1103007.74
Europe,Serbia,Beverages,Offline,C,12/23/2018,308582627.0,5312.0,51.81,34.71,275214.72,184379.52,90835.2
Middle East and North Africa,Yemen,Beverages,Online,H,1/29/2017,784627521.0,7574.0,45.51,30.49,344692.74,230931.26,113761.48
Asia,Uzbekistan,Household,Offline,C,3/15/2019,514000356.0,2982.0,675.75,508.17,2015086.5,1515362.94,499723.56
Europe,Latvia,Personal Care,Online,L,3/29/2017,140499961.0,5915.0,81.65,56.61,482959.75,334848.15,148111.6
Middle East and North Africa,Pakistan,Household,Offline,H,4/13/2019,828237664.0,2785.0,675.75,508.17,1881963.75,1415253.45,466710.3
Middle East and North Africa,Kuwait,Fruits,Offline,C,2/15/2021,211637294.0,7033.0,9.73,7.21,68431.09,50707.93,17723.16
North America,Lesotho,Cereal,Online,C,1/26/2020,945435178.0,4134.0,191.0,108.74,789594.0,449531.16,340062.84
North America,Sao Tome and Principe,Vegetables,Offline,L,5/26/2023,354680144.0,6591.0,141.08,83.27,929858.28,548832.57,381025.71
Asia,Turkmenistan,Clothes,Online,M,9/30/2016,784733521.0,8942.0,107.69,35.32,962963.98,315831.44,647132.54
North America,Guinea-Bissau,Fruits,Offline,C,4/27/2021,151269137.0,2754.0,9.73,7.21,26796.42,19856.34,6940.08
North America,Mali,Vegetables,Offline,L,7/13/2023,490273320.0,1625.0,141.08,83.27,229255.0,135313.75,93941.25
Central America and the Caribbean,Saint Vincent and the Grenadines,Beverages,Offline,H,5/6/2019,308044898.0,6186.0,47.12,31.57,291484.32,195292.02,96192.3
Central America and the Caribbean,Haiti,Fruits,Online,H,3/27/2018,431195199.0,9096.0,8.73,6.47,79408.08,58851.12,20556.96
Europe,Liechtenstein,Cereal,Online,M,12/13/2016,856648051.0,50.0,201.4,114.66,10070.0,5733.0,4337.0
Central America and the Caribbean,Guatemala,Household,Offline,M,11/14/2022,301639783.0,770.0,685.69,515.64,527981.3,397042.8,130938.5
Middle East and North Africa,Libya,Office Supplies,Online,C,12/11/2017,253719222.0,11.0,664.11,535.36,7305.21,5888.96,1416.25
Asia,Maldives,Meat,Online,H,1/15/2021,920747697.0,8559.0,418.24,361.54,3579716.16,3094420.86,485295.3
Europe,Slovakia,Cosmetics,Offline,H,6/13/2018,780899035.0,4233.0,419.34,252.57,1775066.22,1069128.81,705937.41
Central America and the Caribbean,Dominica,Vegetables,Offline,L,5/21/2021,632659566.0,6880.0,143.22,84.53,985353.6,581566.4,403787.2
Australia and Oceania,Australia,Fruits,Offline,H,6/26/2016,444828116.0,3380.0,8.62,6.39,29135.6,21598.2,7537.4
Australia and Oceania,Fiji,Household,Online,M,11/16/2022,706516015.0,2644.0,685.69,515.64,1812964.36,1363352.16,449612.2
Europe,Monaco,Meat,Offline,L,7/15/2019,177147090.0,615.0,394.44,340.96,242580.6,209690.4,32890.2
Middle East and North Africa,Azerbaijan,Meat,Offline,C,5/14/2022,836457669.0,5267.0,397.98,344.02,2096160.66,1811953.34,284207.32
Middle East and North Africa,Libya,Meat,Online,C,11/1/2023,234496581.0,1604.0,421.9,364.7,676727.6,584978.8,91748.8
Central America and the Caribbean,Costa Rica,Beverages,Online,C,1/14/2017,941625154.0,6663.0,45.51,30.49,303233.13,203154.87,100078.26
Central America and the Caribbean,Trinidad and Tobago,Office Supplies,Online,M,7/2/2019,198517215.0,4510.0,640.48,516.31,2888564.8,2328558.1,560006.7
North America,Cote d'Ivoire,Office Supplies,Offline,C,2/6/2019,266159093.0,1245.0,640.48,516.31,797397.6,642805.95,154591.65
Europe,Portugal,Office Supplies,Offline,C,2/17/2018,775849616.0,9997.0,601.4,484.81,6012195.8,4846645.57,1165550.23
Europe,Macedonia,Meat,Online,C,12/14/2019,979200112.0,5928.0,394.44,340.96,2338240.32,2021210.88,317029.44
Sub-Saharan Africa,United States of America,Cosmetics,Online,L,8/20/2017,198134410.0,1230.0,439.75,264.87,540892.5,325790.1,215102.4
North America,Central African Republic,Vegetables,Online,C,6/14/2020,974888837.0,126.0,167.61,98.93,21118.86,12465.18,8653.68
Asia,Nepal,Cosmetics,Offline,L,10/24/2019,522012221.0,3871.0,460.68,277.47,1783292.28,1074086.37,709205.91
North America,Sierra Leone,Household,Online,M,5/6/2021,172365891.0,5752.0,680.42,511.68,3913775.84,2943183.36,970592.48
Europe,Vatican City,Snacks,Offline,M,10/18/2020,429123675.0,6086.0,165.45,105.66,1006928.7,643046.76,363881.94
Europe,San Marino,Vegetables,Offline,L,2/19/2018,515771901.0,7222.0,151.37,89.34,1093194.14,645213.48,447980.66
Europe,Ukraine,Cereal,Online,C,8/7/2018,626109397.0,8539.0,212.12,120.77,1811292.68,1031255.03,780037.65
Europe,Czech Republic,Household,Offline,H,12/5/2018,574247491.0,1448.0,713.1,536.25,1032568.8,776490.0,256078.8
Australia and Oceania,Tuvalu,Clothes,Online,C,9/16/2020,244610011.0,4393.0,117.99,38.7,518330.07,170009.1,348320.97
Europe,Russia,Snacks,Online,M,1/5/2019,941933286.0,7846.0,154.99,98.98,1216051.54,776597.08,439454.46
Asia,Thailand,Vegetables,Online,L,5/9/2023,441266143.0,9312.0,141.08,83.27,1313736.96,775410.24,538326.72
Middle East and North Africa,Libya,Household,Offline,M,2/21/2023,637969911.0,8329.0,632.31,475.5,5266509.99,3960439.5,1306070.49
Europe,France,Cereal,Offline,L,8/28/2016,797718417.0,1462.0,201.4,114.66,294446.8,167632.92,126813.88
Asia,Myanmar,Snacks,Online,H,5/19/2022,706497991.0,7310.0,140.03,89.43,1023619.3,653733.3,369886.0
Europe,Estonia,Cereal,Online,C,10/14/2019,220607459.0,1504.0,197.33,112.34,296784.32,168959.36,127824.96
North America,Zambia,Snacks,Offline,H,9/13/2023,616658151.0,1705.0,167.26,106.82,285178.3,182128.1,103050.2
Asia,Brunei,Cereal,Offline,M,1/29/2021,541573894.0,2605.0,204.35,116.34,532331.75,303065.7,229266.05
North America,Djibouti,Clothes,Offline,C,12/14/2019,962591016.0,927.0,107.81,35.36,99939.87,32778.72,67161.15
Sub-Saharan Africa,United States of America,Household,Online,H,10/7/2020,217258346.0,427.0,660.77,496.9,282148.79,212176.3,69972.49
North America,Rwanda,Meat,Online,M,11/22/2019,763437211.0,6891.0,394.44,340.96,2718086.04,2349555.36,368530.68
Europe,Ireland,Baby Food,Offline,L,7/19/2016,629301440.0,3135.0,250.04,156.15,783875.4,489530.25,294345.15
North America,Mali,Household,Offline,L,8/3/2018,163337361.0,4010.0,713.1,536.25,2859531.0,2150362.5,709168.5
Middle East and North Africa,Iran,Cosmetics,Offline,L,1/4/2016,684343802.0,1394.0,447.9,269.77,624372.6,376059.38,248313.22
Europe,Macedonia,Clothes,Offline,H,8/1/2022,431432092.0,9198.0,112.02,36.74,1030359.96,337934.52,692425.44
North America,Seychelles ,Baby Food,Online,M,1/25/2019,414026057.0,8366.0,279.84,174.76,2341141.44,1462042.16,879099.28
North America,Cote d'Ivoire,Beverages,Offline,M,8/2/2017,361862027.0,1870.0,45.51,30.49,85103.7,57016.3,28087.4
Central America and the Caribbean,Haiti,Beverages,Online,H,12/14/2019,974988830.0,9716.0,47.12,31.57,457817.92,306734.12,151083.8
Asia,India,Beverages,Online,M,6/29/2023,773767793.0,3940.0,43.24,28.97,170365.6,114141.8,56223.8
North America,Seychelles ,Fruits,Online,H,5/12/2022,148872745.0,3608.0,9.98,7.4,36007.84,26699.2,9308.64
North America,Swaziland,Personal Care,Online,M,3/24/2016,911290013.0,9821.0,82.74,57.37,812589.54,563430.77,249158.77
Europe,Andorra,Baby Food,Online,H,9/27/2016,442318427.0,707.0,250.04,156.15,176778.28,110398.05,66380.23
Asia,Nepal,Fruits,Online,M,6/23/2021,243569314.0,6428.0,9.73,7.21,62544.44,46345.88,16198.56
North America,Liberia,Baby Food,Offline,M,2/22/2018,986966502.0,4175.0,262.74,164.08,1096939.5,685034.0,411905.5
North America,Chad,Baby Food,Offline,M,5/18/2023,264746320.0,3174.0,271.86,169.77,862883.64,538849.98,324033.66
Central America and the Caribbean,Belize,Snacks,Online,H,10/21/2020,239457595.0,9678.0,165.45,105.66,1601225.1,1022577.48,578647.62
Asia,Brunei,Snacks,Offline,H,4/4/2020,893961656.0,1975.0,165.45,105.66,326763.75,208678.5,118085.25
Asia,North Korea,Personal Care,Online,L,11/6/2020,481432330.0,5380.0,80.44,55.77,432767.2,300042.6,132724.6
Central America and the Caribbean,Cuba,Vegetables,Offline,L,3/8/2017,475355947.0,7243.0,157.9,93.19,1143669.7,674975.17,468694.53
North America,Togo,Office Supplies,Offline,C,4/17/2016,619531333.0,1944.0,641.44,517.08,1246959.36,1005203.52,241755.84
Middle East and North Africa,Kuwait,Beverages,Offline,M,9/10/2018,278069818.0,5893.0,51.81,34.71,305316.33,204546.03,100770.3
Asia,Kazakhstan,Cereal,Offline,L,3/11/2022,685395228.0,2534.0,213.22,121.39,540299.48,307602.26,232697.22
Australia and Oceania,Australia,Snacks,Online,H,1/29/2018,896243894.0,7340.0,163.56,104.45,1200530.4,766663.0,433867.4
North America,Benin,Cosmetics,Online,M,8/21/2017,935664641.0,2815.0,439.75,264.87,1237896.25,745609.05,492287.2
Asia,Kazakhstan,Snacks,Online,M,1/31/2018,449018800.0,3496.0,163.56,104.45,571805.76,365157.2,206648.56
Middle East and North Africa,Jordan,Snacks,Offline,M,6/21/2023,951980197.0,950.0,167.26,106.82,158897.0,101479.0,57418.0
Asia,Turkmenistan,Household,Offline,C,5/9/2021,880535161.0,8776.0,680.42,511.68,5971365.92,4490503.68,1480862.24
Europe,Austria,Cosmetics,Offline,L,7/24/2016,540982520.0,7604.0,447.9,269.77,3405831.6,2051331.08,1354500.52
Australia and Oceania,Papua New Guinea,Household,Online,M,9/16/2017,759933602.0,95.0,718.44,540.27,68251.8,51325.65,16926.15
North America,Sudan,Beverages,Offline,H,12/20/2017,634312236.0,5941.0,45.51,30.49,270374.91,181141.09,89233.82
Central America and the Caribbean,Honduras,Cereal,Offline,L,2/25/2017,681354749.0,6866.0,200.77,114.3,1378486.82,784783.8,593703.02
Middle East and North Africa,Azerbaijan,Household,Offline,C,12/3/2019,588609969.0,1625.0,675.75,508.17,1098093.75,825776.25,272317.5
Europe,Iceland,Clothes,Offline,C,11/11/2016,563939225.0,1004.0,107.69,35.32,108120.76,35461.28,72659.48
Sub-Saharan Africa,Greenland,Household,Online,L,7/20/2018,885516345.0,2819.0,713.1,536.25,2010228.9,1511688.75,498540.15
North America,Liberia,Vegetables,Offline,C,6/26/2023,551827657.0,6921.0,141.08,83.27,976414.68,576311.67,400103.01
North America,Cameroon,Beverages,Offline,H,6/10/2019,431671988.0,189.0,47.12,31.57,8905.68,5966.73,2938.95
North America,Benin,Cosmetics,Online,H,5/29/2022,114160668.0,1534.0,465.35,280.28,713846.9,429949.52,283897.38
Sub-Saharan Africa,United States of America,Cosmetics,Offline,H,7/4/2022,158717525.0,6897.0,465.35,280.28,3209518.95,1933091.16,1276427.79
Asia,South Korea,Personal Care,Offline,M,6/29/2020,745078885.0,4254.0,80.44,55.77,342191.76,237245.58,104946.18
Europe,Austria,Cereal,Online,H,12/24/2023,323293578.0,8609.0,200.03,113.88,1722058.27,980392.92,741665.35
Middle East and North Africa,Turkey,Fruits,Online,M,6/28/2018,563722932.0,6998.0,8.73,6.47,61092.54,45277.06,15815.48
Europe,Estonia,Snacks,Online,L,7/22/2023,507040774.0,3488.0,167.26,106.82,583402.88,372588.16,210814.72
North America,Mauritania,Cereal,Offline,H,1/16/2023,614233434.0,4178.0,200.03,113.88,835725.34,475790.64,359934.7
Europe,Greece,Office Supplies,Offline,M,4/2/2019,516599738.0,2197.0,640.48,516.31,1407134.56,1134333.07,272801.49
Sub-Saharan Africa,Greenland,Fruits,Online,M,7/17/2019,365751016.0,2708.0,9.06,6.72,24534.48,18197.76,6336.72
Europe,Belarus,Clothes,Online,H,7/22/2022,383611094.0,7902.0,112.02,36.74,885182.04,290319.48,594862.56
Europe,San Marino,Baby Food,Offline,M,6/3/2022,412416303.0,2004.0,257.74,160.95,516510.96,322543.8,193967.16
Europe,Croatia,Cosmetics,Offline,M,2/15/2018,364715468.0,6267.0,419.34,252.57,2628003.78,1582856.19,1045147.59
Australia and Oceania,East Timor,Fruits,Offline,M,4/15/2017,673369920.0,3978.0,9.88,7.33,39302.64,29158.74,10143.9
North America,Nigeria,Cosmetics,Offline,L,3/25/2017,941553485.0,5454.0,439.75,264.87,2398396.5,1444600.98,953795.52
Europe,Netherlands,Personal Care,Offline,H,5/8/2016,392752492.0,3045.0,82.74,57.37,251943.3,174691.65,77251.65
Sub-Saharan Africa,United States of America,Personal Care,Offline,L,11/21/2017,120765769.0,6130.0,81.65,56.61,500514.5,347019.3,153495.2
North America,Namibia,Meat,Offline,H,7/30/2018,839704644.0,6119.0,391.97,338.82,2398464.43,2073239.58,325224.85
Europe,Hungary,Fruits,Offline,H,1/4/2020,633992946.0,1456.0,9.38,6.96,13657.28,10133.76,3523.52
Asia,Turkmenistan,Cosmetics,Online,H,4/5/2017,808367002.0,2614.0,439.75,264.87,1149506.5,692370.18,457136.32
Europe,San Marino,Clothes,Online,C,10/30/2017,937875640.0,7098.0,109.51,35.92,777301.98,254960.16,522341.82
Central America and the Caribbean,Saint Vincent and the Grenadines,Vegetables,Offline,C,9/18/2022,217880189.0,4445.0,147.2,86.88,654304.0,386181.6,268122.4
Europe,Belarus,Vegetables,Online,C,8/12/2022,614054477.0,1220.0,147.2,86.88,179584.0,105993.6,73590.4
Australia and Oceania,Marshall Islands,Clothes,Offline,L,11/14/2016,112384831.0,6024.0,107.69,35.32,648724.56,212767.68,435956.88
Europe,Sweden,Baby Food,Offline,H,3/29/2017,369170081.0,4486.0,235.67,147.18,1057215.62,660249.48,396966.14
North America,Madagascar,Snacks,Offline,C,5/30/2023,861021554.0,4266.0,167.26,106.82,713531.16,455694.12,257837.04
Asia,China,Meat,Online,L,10/5/2016,234863078.0,59.0,452.67,391.29,26707.53,23086.11,3621.42
Europe,Albania,Clothes,Offline,C,1/16/2022,357930982.0,8586.0,112.02,36.74,961803.72,315449.64,646354.08
Asia,Indonesia,Office Supplies,Offline,L,12/25/2022,467774093.0,3604.0,643.16,518.47,2317948.64,1868565.88,449382.76
North America,Botswana,Vegetables,Offline,L,7/11/2023,322253739.0,898.0,141.08,83.27,126689.84,74776.46,51913.38
Australia and Oceania,New Zealand,Cereal,Online,L,11/19/2016,649543750.0,3285.0,201.4,114.66,661599.0,376658.1,284940.9
Sub-Saharan Africa,Mexico,Fruits,Online,M,12/4/2016,898130452.0,5614.0,8.62,6.39,48392.68,35873.46,12519.22
Europe,Russia,Office Supplies,Offline,M,3/15/2019,586812674.0,9766.0,640.48,516.31,6254927.68,5042283.46,1212644.22
North America,Cameroon,Beverages,Online,L,5/8/2022,654701745.0,9650.0,48.07,32.2,463875.5,310730.0,153145.5
Europe,Sweden,Fruits,Online,L,4/11/2022,311221492.0,6210.0,9.98,7.4,61975.8,45954.0,16021.8
Middle East and North Africa,Algeria,Meat,Offline,L,7/9/2021,186108243.0,2420.0,418.24,361.54,1012140.8,874926.8,137214.0
Middle East and North Africa,Qatar,Cereal,Offline,H,5/3/2020,979410827.0,8283.0,191.0,108.74,1582053.0,900693.42,681359.58
Middle East and North Africa,Somalia,Beverages,Online,L,3/7/2021,311490571.0,5837.0,49.88,33.42,291149.56,195072.54,96077.02
Asia,Malaysia,Fruits,Online,H,1/29/2017,373021304.0,4148.0,9.88,7.33,40982.24,30404.84,10577.4
Europe,Sweden,Snacks,Online,M,5/28/2018,274989354.0,4316.0,163.56,104.45,705924.96,450806.2,255118.76
North America,Comoros,Household,Offline,M,2/5/2018,998693549.0,4469.0,713.1,536.25,3186843.9,2396501.25,790342.65
North America,Ethiopia,Meat,Online,L,4/20/2021,445745217.0,4770.0,418.24,361.54,1995004.8,1724545.8,270459.0
Asia,Laos,Fruits,Online,L,4/20/2021,188068187.0,2411.0,9.73,7.21,23459.03,17383.31,6075.72
Asia,Brunei,Fruits,Online,C,1/5/2016,517898786.0,6614.0,8.62,6.39,57012.68,42263.46,14749.22
Europe,Cyprus,Office Supplies,Offline,L,5/8/2019,897785842.0,3636.0,640.48,516.31,2328785.28,1877303.16,451482.12
Central America and the Caribbean,Guatemala,Beverages,Online,C,1/3/2022,410590684.0,1762.0,48.07,32.2,84699.34,56736.4,27962.94
North America,Tanzania,Meat,Online,L,7/8/2017,909487140.0,6310.0,436.35,377.19,2753368.5,2380068.9,373299.6
Asia,Mongolia,Cosmetics,Online,C,3/17/2021,267961537.0,4628.0,418.06,251.8,1934781.68,1165330.4,769451.28
Europe,Romania,Meat,Online,H,5/22/2021,929812705.0,1097.0,418.24,361.54,458809.28,396609.38,62199.9
Middle East and North Africa,Saudi Arabia,Office Supplies,Online,H,7/31/2018,459151971.0,2126.0,601.4,484.81,1278576.4,1030706.06,247870.34
Australia and Oceania,New Zealand,Cosmetics,Offline,L,9/25/2023,990403163.0,1160.0,399.45,240.59,463362.0,279084.4,184277.6
Asia,Sri Lanka,Clothes,Online,L,7/23/2016,678302609.0,3670.0,107.69,35.32,395222.3,129624.4,265597.9
Central America and the Caribbean,Antigua and Barbuda ,Cosmetics,Online,H,12/4/2023,447899138.0,2163.0,399.45,240.59,864010.35,520396.17,343614.18
Asia,China,Cereal,Online,C,11/22/2019,844554078.0,1174.0,197.33,112.34,231665.42,131887.16,99778.26
North America,Benin,Personal Care,Offline,H,2/3/2020,683941256.0,2271.0,80.44,55.77,182679.24,126653.67,56025.57
Europe,Ukraine,Cosmetics,Online,H,1/29/2018,202047002.0,9053.0,419.34,252.57,3796285.02,2286516.21,1509768.81
Australia and Oceania,Tonga,Personal Care,Offline,L,10/28/2023,605170142.0,2148.0,88.17,61.14,189389.16,131328.72,58060.44
Europe,Kosovo,Fruits,Online,L,8/27/2017,919922006.0,4219.0,9.88,7.33,41683.72,30925.27,10758.45
Europe,Moldova ,Beverages,Offline,H,6/17/2019,243226420.0,4958.0,47.12,31.57,233620.96,156524.06,77096.9
North America,Cape Verde,Household,Offline,M,6/24/2019,892319715.0,6088.0,675.75,508.17,4113966.0,3093738.96,1020227.04
Middle East and North Africa,Iran,Baby Food,Online,H,5/17/2022,754750716.0,6364.0,257.74,160.95,1640257.36,1024285.8,615971.56
