,Region,Country,Item Type,Sales Channel,Order Priority,Order Date,Order ID,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit
4354,Europe,Andorra,Baby Food,Offline,C,3/7/2019,380733191,6267,$279.84,$174.76,$1753757.28,$1095220.92,$658536.36
4355,Middle East and North Africa,Egypt,Household,Online,M,6/24/2019,451588571,3948,$675.75,$508.17,$2667861.0,$2006255.16,$661605.84
4356,Asia,China,Fruits,Online,H,7/24/2022,670059001,4203,$9.98,$7.4,$41945.94,$31102.2,$10843.74
4357,Australia and Oceania,Kiribati,Office Supplies,Online,L,11/16/2016,203380811,3756,$641.44,$517.08,$2409248.64,$1942152.48,$467096.16
4358,Europe,Kosovo,Fruits,Online,L,6/11/2018,989102828,6362,$8.73,$6.47,$55540.26,$41162.14,$14378.12
4359,North America,Gabon,Fruits,Offline,H,8/21/2023,985086381,7806,$9.76,$7.24,$76186.56,$56515.44,$19671.12
4360,North America,Liberia,Vegetables,Online,L,2/6/2018,919505298,906,$151.37,$89.34,$137141.22,$80942.04,$56199.18
4361,Middle East and North Africa,Bahrain,Snacks,Online,M,4/6/2021,240845906,511,$142.54,$91.03,$72837.94,$46516.33,$26321.61
4362,North America,Zambia,Office Supplies,Offline,H,7/18/2019,267907035,8500,$640.48,$516.31,$5444080.0,$4388635.0,$1055445.0
4363,Australia and Oceania,Papua New Guinea,Meat,Online,M,9/20/2020,139800012,8785,$397.31,$343.45,$3490368.35,$3017208.25,$473160.1
4364,North America,Botswana,Meat,Online,C,9/10/2022,865948665,2308,$397.98,$344.02,$918537.84,$793998.16,$124539.68
4365,Middle East and North Africa,Qatar,Meat,Offline,H,6/8/2022,376089322,2043,$397.98,$344.02,$813073.14,$702832.86,$110240.28
4366,Middle East and North Africa,Tunisia ,Snacks,Online,H,10/9/2023,270270812,7994,$167.26,$106.82,$1337076.44,$853919.08,$483157.36
4367,Middle East and North Africa,Saudi Arabia,Personal Care,Offline,M,1/6/2016,868854463,2198,$82.74,$57.37,$181862.52,$126099.26,$55763.26
4368,Asia,Malaysia,Beverages,Online,L,6/26/2020,762514102,3722,$48.74,$32.65,$181410.28,$121523.3,$59886.98
4369,Sub-Saharan Africa,Mexico,Personal Care,Offline,H,4/3/2023,862236058,3665,$88.17,$61.14,$323143.05,$224078.1,$99064.95
4370,North America,Mauritania,Household,Online,H,11/4/2016,349319159,157,$725.57,$545.63,$113914.49,$85663.91,$28250.58
4371,Australia and Oceania,Federated States of Micronesia,Snacks,Online,C,12/19/2023,725374734,3358,$167.26,$106.82,$561659.08,$358701.56,$202957.52
4372,Europe,Latvia,Beverages,Online,M,5/2/2018,862326610,461,$51.81,$34.71,$23884.41,$16001.31,$7883.1
4373,Europe,Sweden,Meat,Online,H,1/4/2019,152411115,691,$394.44,$340.96,$272558.04,$235603.36,$36954.68
4374,Asia,Bangladesh,Cosmetics,Online,L,3/11/2019,758177077,300,$460.68,$277.47,$138204.0,$83241.0,$54963.0
4375,Europe,Ukraine,Office Supplies,Offline,C,9/16/2022,862485826,7577,$643.16,$518.47,$4873223.32,$3928447.19,$944776.13
4376,Asia,South Korea,Household,Offline,C,2/9/2021,518511188,7838,$680.42,$511.68,$5333131.96,$4010547.84,$1322584.12
4377,Europe,Vatican City,Fruits,Offline,M,7/25/2022,299739491,8431,$9.98,$7.4,$84141.38,$62389.4,$21751.98
4378,Middle East and North Africa,Qatar,Meat,Online,H,7/15/2020,849969565,3737,$397.31,$343.45,$1484747.47,$1283472.65,$201274.82
4379,Europe,France,Meat,Offline,L,7/17/2017,633312737,167,$436.35,$377.19,$72870.45,$62990.73,$9879.72
4380,Europe,Norway,Office Supplies,Offline,C,12/14/2018,884192836,1164,$601.4,$484.81,$700029.6,$564318.84,$135710.76
4381,Asia,Cambodia,Cosmetics,Offline,C,1/24/2016,657346189,2200,$447.9,$269.77,$985380.0,$593494.0,$391886.0
4382,North America,Togo,Beverages,Offline,M,3/2/2020,877821624,5780,$48.74,$32.65,$281717.2,$188717.0,$93000.2
4383,North America,Rwanda,Fruits,Online,M,11/22/2020,290980470,6442,$9.38,$6.96,$60425.96,$44836.32,$15589.64
4384,Australia and Oceania,Vanuatu,Fruits,Online,H,4/20/2020,412496554,5752,$9.38,$6.96,$53953.76,$40033.92,$13919.84
4385,Europe,Iceland,Meat,Online,M,7/9/2023,578356206,7309,$421.9,$364.7,$3083667.1,$2665592.3,$418074.8
4386,Europe,Luxembourg,Personal Care,Online,L,5/17/2017,194858253,1742,$81.65,$56.61,$142234.3,$98614.62,$43619.68
4387,Europe,Macedonia,Cereal,Offline,L,11/28/2016,988614022,1713,$201.4,$114.66,$344998.2,$196412.58,$148585.62
4388,Asia,Myanmar,Personal Care,Online,C,11/13/2018,256547343,6915,$83.41,$57.84,$576780.15,$399963.6,$176816.55
4389,Asia,Brunei,Vegetables,Offline,M,1/25/2021,315894544,9070,$143.22,$84.53,$1299005.4,$766687.1,$532318.3
4390,Middle East and North Africa,Israel,Snacks,Online,L,1/7/2019,854204452,6934,$154.99,$98.98,$1074700.66,$686327.32,$388373.34
4391,Europe,Russia,Cereal,Online,L,1/10/2020,279338395,1293,$191.0,$108.74,$246963.0,$140600.82,$106362.18
4392,Asia,Uzbekistan,Meat,Online,C,7/10/2023,669470202,9965,$421.9,$364.7,$4204233.5,$3634235.5,$569998.0
4393,Europe,Estonia,Baby Food,Offline,M,1/2/2020,123086202,2797,$236.58,$147.74,$661714.26,$413228.78,$248485.48
4394,Central America and the Caribbean,Honduras,Clothes,Online,M,10/28/2016,408985221,6670,$107.69,$35.32,$718292.3,$235584.4,$482707.9
4395,Europe,Luxembourg,Meat,Online,M,12/19/2023,216278588,495,$421.9,$364.7,$208840.5,$180526.5,$28314.0
4396,Sub-Saharan Africa,United States of America,Fruits,Online,L,12/23/2019,104390132,215,$9.06,$6.72,$1947.9,$1444.8,$503.1
4397,North America,Ethiopia,Household,Online,C,3/11/2019,253056180,3802,$675.75,$508.17,$2569201.5,$1932062.34,$637139.16
4398,Asia,Taiwan,Personal Care,Online,M,8/24/2017,912325561,6262,$81.65,$56.61,$511292.3,$354491.82,$156800.48
4399,Central America and the Caribbean,Saint Lucia,Meat,Online,H,1/4/2022,152559602,4631,$397.98,$344.02,$1843045.38,$1593156.62,$249888.76
4400,North America,Djibouti,Cereal,Online,M,2/4/2023,614432132,2977,$200.03,$113.88,$595489.31,$339020.76,$256468.55
4401,Central America and the Caribbean,Trinidad and Tobago,Household,Offline,C,12/1/2019,958929479,7397,$675.75,$508.17,$4998522.75,$3758933.49,$1239589.26
4402,Asia,Mongolia,Household,Offline,H,10/10/2020,817350471,1022,$660.77,$496.9,$675306.94,$507831.8,$167475.14
4403,Central America and the Caribbean,Cuba,Office Supplies,Online,L,6/15/2019,341306436,9014,$640.48,$516.31,$5773286.72,$4654018.34,$1119268.38
4404,Asia,Nepal,Cosmetics,Offline,C,8/6/2016,652721202,3563,$447.9,$269.77,$1595867.7,$961190.51,$634677.19
4405,Europe,Romania,Baby Food,Offline,H,6/23/2023,693831098,8895,$271.86,$169.77,$2418194.7,$1510104.15,$908090.55
4406,Australia and Oceania,Fiji,Cereal,Offline,H,12/7/2017,377184951,6264,$200.77,$114.3,$1257623.28,$715975.2,$541648.08
4407,Central America and the Caribbean,Honduras,Vegetables,Online,H,2/28/2023,135644090,8955,$141.08,$83.27,$1263371.4,$745682.85,$517688.55
4408,Asia,Indonesia,Clothes,Offline,L,11/29/2020,472382342,7287,$117.99,$38.7,$859793.13,$282006.9,$577786.23
4409,Central America and the Caribbean,Dominica,Cereal,Online,L,2/25/2021,610886037,3608,$204.35,$116.34,$737294.8,$419754.72,$317540.08
4410,Asia,Laos,Cosmetics,Offline,C,7/20/2021,744954001,7298,$418.06,$251.8,$3051001.88,$1837636.4,$1213365.48
4411,Middle East and North Africa,Egypt,Personal Care,Offline,M,11/4/2018,688697564,9768,$83.41,$57.84,$814748.88,$564981.12,$249767.76
4412,Australia and Oceania,Palau,Cereal,Online,L,3/10/2018,326540553,9461,$212.12,$120.77,$2006867.32,$1142604.97,$864262.35
4413,Europe,Macedonia,Cereal,Online,C,9/1/2016,963219296,6850,$201.4,$114.66,$1379590.0,$785421.0,$594169.0
4414,North America,Tanzania,Cereal,Offline,C,10/11/2023,373782622,9439,$200.03,$113.88,$1888083.17,$1074913.32,$813169.85
4415,Central America and the Caribbean,Saint Kitts and Nevis ,Vegetables,Online,L,5/15/2019,453591859,6766,$158.59,$93.61,$1073019.94,$633365.26,$439654.68
4416,Europe,Austria,Vegetables,Offline,M,11/12/2022,468320834,5397,$147.2,$86.88,$794438.4,$468891.36,$325547.04
4417,Europe,Iceland,Cereal,Online,M,6/15/2016,203955876,3931,$201.4,$114.66,$791703.4,$450728.46,$340974.94
4418,North America,Mauritius ,Baby Food,Offline,C,6/22/2019,416795814,7998,$279.84,$174.76,$2238160.32,$1397730.48,$840429.84
4419,Europe,Moldova ,Snacks,Offline,H,1/11/2022,583451974,5260,$140.03,$89.43,$736557.8,$470401.8,$266156.0
4420,Europe,Luxembourg,Clothes,Online,M,1/30/2019,250848186,407,$107.81,$35.36,$43878.67,$14391.52,$29487.15
4421,North America,Senegal,Meat,Online,M,10/22/2023,386220777,165,$421.9,$364.7,$69613.5,$60175.5,$9438.0
4422,Middle East and North Africa,Syria,Cosmetics,Online,H,7/2/2021,227118575,8288,$418.06,$251.8,$3464881.28,$2086918.4,$1377962.88
4423,Australia and Oceania,Nauru,Fruits,Offline,M,7/14/2018,431402909,562,$8.73,$6.47,$4906.26,$3636.14,$1270.12
4424,North America,Ethiopia,Meat,Offline,L,4/12/2023,827247607,9805,$421.9,$364.7,$4136729.5,$3575883.5,$560846.0
4425,Europe,Albania,Meat,Online,C,11/12/2016,863138997,865,$452.67,$391.29,$391559.55,$338465.85,$53093.7
4426,Central America and the Caribbean,Dominica,Snacks,Offline,L,1/2/2018,957875907,5622,$163.56,$104.45,$919534.32,$587217.9,$332316.42
4427,Central America and the Caribbean,Honduras,Clothes,Offline,L,4/30/2021,250569665,7987,$111.52,$36.58,$890710.24,$292164.46,$598545.78
4428,North America,Cape Verde,Snacks,Online,H,3/2/2023,650644099,8903,$167.26,$106.82,$1489115.78,$951018.46,$538097.32
4429,Asia,Indonesia,Fruits,Offline,H,1/24/2016,987835538,1342,$8.62,$6.39,$11568.04,$8575.38,$2992.66
4430,Middle East and North Africa,Somalia,Cosmetics,Online,H,6/3/2017,162192809,5311,$439.75,$264.87,$2335512.25,$1406724.57,$928787.68
4431,North America,Mozambique,Clothes,Offline,H,7/19/2020,294077241,2845,$117.99,$38.7,$335681.55,$110101.5,$225580.05
4432,North America,Angola,Baby Food,Offline,L,1/15/2018,874162662,3012,$262.74,$164.08,$791372.88,$494208.96,$297163.92
4433,Sub-Saharan Africa,Greenland,Beverages,Offline,C,9/13/2018,113435399,6910,$51.81,$34.71,$358007.1,$239846.1,$118161.0
4434,Central America and the Caribbean,Honduras,Meat,Offline,H,1/15/2023,793194282,2669,$421.9,$364.7,$1126051.1,$973384.3,$152666.8
4435,Australia and Oceania,Samoa ,Fruits,Offline,C,1/23/2017,815050637,451,$9.88,$7.33,$4455.88,$3305.83,$1150.05
4436,Asia,North Korea,Fruits,Online,M,10/5/2018,850928294,7447,$8.73,$6.47,$65012.31,$48182.09,$16830.22
4437,Middle East and North Africa,Jordan,Snacks,Online,M,6/27/2016,293063580,2881,$141.5,$90.37,$407661.5,$260355.97,$147305.53
4438,Asia,Thailand,Beverages,Online,H,7/31/2020,404005324,3008,$48.74,$32.65,$146609.92,$98211.2,$48398.72
4439,Europe,Serbia,Household,Online,M,9/23/2019,266614854,6115,$675.75,$508.17,$4132211.25,$3107459.55,$1024751.7
4440,Europe,Andorra,Household,Offline,L,8/14/2022,834065997,7518,$685.69,$515.64,$5155017.42,$3876581.52,$1278435.9
4441,Europe,Lithuania,Fruits,Offline,M,4/14/2016,879845082,4567,$8.62,$6.39,$39367.54,$29183.13,$10184.41
4442,Middle East and North Africa,Egypt,Household,Offline,M,11/24/2022,147750937,1641,$685.69,$515.64,$1125217.29,$846165.24,$279052.05
4443,North America,The Gambia,Baby Food,Online,M,4/8/2020,701894891,5151,$236.58,$147.74,$1218623.58,$761008.74,$457614.84
4444,North America,Equatorial Guinea,Personal Care,Online,C,5/2/2023,176700770,8539,$88.17,$61.14,$752883.63,$522074.46,$230809.17
4445,Central America and the Caribbean,Dominica,Fruits,Offline,H,5/22/2017,326904904,7281,$9.88,$7.33,$71936.28,$53369.73,$18566.55
4446,Middle East and North Africa,Algeria,Baby Food,Online,H,9/20/2019,277556121,3879,$279.84,$174.76,$1085499.36,$677894.04,$407605.32
4447,Middle East and North Africa,Kuwait,Household,Online,M,12/20/2017,574015748,2871,$718.44,$540.27,$2062641.24,$1551115.17,$511526.07
4448,North America,Rwanda,Cosmetics,Offline,L,10/6/2023,931957614,5823,$399.45,$240.59,$2325997.35,$1400955.57,$925041.78
4449,Asia,Uzbekistan,Cereal,Online,L,1/30/2019,687368047,6335,$197.33,$112.34,$1250085.55,$711673.9,$538411.65
4450,Europe,Slovakia,Cosmetics,Offline,M,11/27/2017,146545875,5036,$439.75,$264.87,$2214581.0,$1333885.32,$880695.68
4451,Middle East and North Africa,Morocco,Snacks,Offline,C,9/11/2019,136102426,4587,$154.99,$98.98,$710939.13,$454021.26,$256917.87
4452,Asia,Bhutan,Household,Online,C,3/14/2021,652961528,4681,$680.42,$511.68,$3185046.02,$2395174.08,$789871.94
4453,Europe,Romania,Baby Food,Offline,C,8/30/2020,414359509,7042,$236.58,$147.74,$1665996.36,$1040385.08,$625611.28
4454,Central America and the Caribbean,Costa Rica,Vegetables,Online,L,9/27/2016,907845199,423,$148.02,$87.37,$62612.46,$36957.51,$25654.95
4455,Middle East and North Africa,Libya,Household,Offline,M,3/1/2017,541279923,5613,$718.44,$540.27,$4032603.72,$3032535.51,$1000068.21
4456,Central America and the Caribbean,Jamaica,Vegetables,Offline,M,5/13/2017,492837512,427,$157.9,$93.19,$67423.3,$39792.13,$27631.17
4457,Australia and Oceania,Solomon Islands,Fruits,Offline,C,6/1/2023,661004292,4714,$9.76,$7.24,$46008.64,$34129.36,$11879.28
4458,North America,Mozambique,Household,Online,L,2/2/2021,114579093,5355,$680.42,$511.68,$3643649.1,$2740046.4,$903602.7
4459,Central America and the Caribbean,Dominica,Vegetables,Offline,M,3/28/2017,242673242,1260,$157.9,$93.19,$198954.0,$117419.4,$81534.6
4460,Asia,Philippines,Fruits,Online,M,9/8/2018,704710566,8372,$8.73,$6.47,$73087.56,$54166.84,$18920.72
4461,Asia,Mongolia,Cereal,Online,L,8/19/2020,780427396,4664,$191.0,$108.74,$890824.0,$507163.36,$383660.64
4462,Central America and the Caribbean,Panama,Meat,Offline,C,2/7/2023,719872558,5142,$421.9,$364.7,$2169409.8,$1875287.4,$294122.4
4463,North America,Ghana,Fruits,Online,L,3/16/2019,393407380,6841,$9.06,$6.72,$61979.46,$45971.52,$16007.94
4464,North America,Sao Tome and Principe,Clothes,Online,C,11/20/2018,641705691,3829,$109.01,$35.75,$417399.29,$136886.75,$280512.54
4465,Middle East and North Africa,Iraq,Personal Care,Offline,M,8/8/2017,125753819,2205,$81.65,$56.61,$180038.25,$124825.05,$55213.2
4466,Europe,Malta,Baby Food,Offline,L,8/21/2017,276850593,5097,$235.67,$147.18,$1201209.99,$750176.46,$451033.53
4467,Asia,Uzbekistan,Office Supplies,Online,H,5/10/2022,346607339,7669,$643.16,$518.47,$4932394.04,$3976146.43,$956247.61
4468,Europe,Andorra,Cereal,Online,L,4/5/2017,556947886,2111,$200.77,$114.3,$423825.47,$241287.3,$182538.17
4469,North America,Burundi,Baby Food,Offline,C,3/9/2019,750108563,2648,$279.84,$174.76,$741016.32,$462764.48,$278251.84
4470,Central America and the Caribbean,Dominica,Office Supplies,Offline,H,7/22/2019,838638198,534,$640.48,$516.31,$342016.32,$275709.54,$66306.78
4471,Asia,Taiwan,Cosmetics,Online,H,5/31/2018,355398118,9056,$419.34,$252.57,$3797543.04,$2287273.92,$1510269.12
4472,North America,Lesotho,Vegetables,Offline,H,8/29/2020,703562152,8530,$167.61,$98.93,$1429713.3,$843872.9,$585840.4
4473,Australia and Oceania,Tuvalu,Household,Offline,M,2/9/2017,206616628,1306,$718.44,$540.27,$938282.64,$705592.62,$232690.02
4474,Sub-Saharan Africa,Greenland,Beverages,Online,C,7/30/2018,858360373,6764,$51.81,$34.71,$350442.84,$234778.44,$115664.4
4475,Asia,Sri Lanka,Clothes,Online,L,10/22/2023,672904717,6314,$119.17,$39.08,$752439.38,$246751.12,$505688.26
4476,North America,Kenya,Beverages,Offline,H,10/21/2020,434673488,8399,$48.74,$32.65,$409367.26,$274227.35,$135139.91
4477,Europe,United Kingdom,Household,Online,C,3/23/2018,548403012,3493,$713.1,$536.25,$2490858.3,$1873121.25,$617737.05
4478,North America,Burundi,Clothes,Offline,M,7/27/2023,589142119,9100,$119.17,$39.08,$1084447.0,$355628.0,$728819.0
4479,Europe,United Kingdom,Vegetables,Online,L,9/7/2016,652252137,4757,$148.02,$87.37,$704131.14,$415619.09,$288512.05
4480,North America,Botswana,Snacks,Online,C,12/28/2016,903406894,7030,$141.5,$90.37,$994745.0,$635301.1,$359443.9
4481,North America,Benin,Vegetables,Offline,H,10/30/2023,228592717,4520,$141.08,$83.27,$637681.6,$376380.4,$261301.2
4482,Europe,Malta,Cosmetics,Online,M,3/29/2020,284108436,2854,$444.24,$267.57,$1267860.96,$763644.78,$504216.18
4483,North America,Gabon,Cereal,Offline,C,6/24/2017,546565377,9696,$200.77,$114.3,$1946665.92,$1108252.8,$838413.12
4484,North America,Seychelles ,Office Supplies,Online,H,1/29/2016,562887370,9736,$641.44,$517.08,$6245059.84,$5034290.88,$1210768.96
4485,North America,Nigeria,Snacks,Online,L,8/20/2019,400310742,9699,$154.99,$98.98,$1503248.01,$960007.02,$543240.99
4486,Middle East and North Africa,Egypt,Fruits,Online,H,6/16/2023,196384322,3340,$9.76,$7.24,$32598.4,$24181.6,$8416.8
4487,Middle East and North Africa,Pakistan,Vegetables,Offline,C,6/25/2021,608969438,6444,$143.22,$84.53,$922909.68,$544711.32,$378198.36
4488,North America,Ghana,Beverages,Offline,C,5/10/2017,566239917,1829,$45.51,$30.49,$83237.79,$55766.21,$27471.58
4489,Europe,Norway,Vegetables,Offline,H,7/5/2018,416682088,4344,$151.37,$89.34,$657551.28,$388092.96,$269458.32
4490,Europe,Cyprus,Vegetables,Offline,M,12/8/2016,579094779,5869,$148.02,$87.37,$868729.38,$512774.53,$355954.85
4491,Europe,Czech Republic,Fruits,Online,M,11/1/2018,192589318,314,$8.73,$6.47,$2741.22,$2031.58,$709.64
4492,North America,Guinea-Bissau,Office Supplies,Online,M,2/11/2020,266589534,8622,$699.12,$563.58,$6027812.64,$4859186.76,$1168625.88
4493,North America,Togo,Cosmetics,Offline,L,9/28/2017,530831754,3767,$439.75,$264.87,$1656538.25,$997765.29,$658772.96
4494,Europe,Belarus,Household,Offline,M,2/12/2023,785364806,5754,$632.31,$475.5,$3638311.74,$2736027.0,$902284.74
4495,Europe,Russia,Baby Food,Offline,M,12/24/2017,450550019,6618,$235.67,$147.18,$1559664.06,$974037.24,$585626.82
4496,Europe,Bulgaria,Vegetables,Offline,C,1/26/2016,817061221,5427,$148.02,$87.37,$803304.54,$474156.99,$329147.55
4497,Central America and the Caribbean,Dominican Republic,Office Supplies,Online,H,8/15/2016,995884740,3280,$641.44,$517.08,$2103923.2,$1696022.4,$407900.8
4498,Europe,Slovakia,Office Supplies,Online,H,2/20/2018,168319404,8307,$601.4,$484.81,$4995829.8,$4027316.67,$968513.13
4499,Asia,Laos,Beverages,Offline,H,3/15/2020,735976541,668,$48.74,$32.65,$32558.32,$21810.2,$10748.12
4500,North America,Guinea,Clothes,Offline,C,8/29/2019,670779979,7557,$107.81,$35.36,$814720.17,$267215.52,$547504.65
4501,Australia and Oceania,Kiribati,Office Supplies,Online,C,1/4/2022,264966046,8196,$643.16,$518.47,$5271339.36,$4249380.12,$1021959.24
4502,Europe,Croatia,Clothes,Online,C,6/9/2022,781083571,8841,$112.02,$36.74,$990368.82,$324818.34,$665550.48
4503,Europe,Ukraine,Cereal,Offline,M,3/21/2017,401993882,7778,$200.77,$114.3,$1561589.06,$889025.4,$672563.66
4504,Central America and the Caribbean,The Bahamas,Snacks,Offline,L,8/7/2022,980870807,324,$140.03,$89.43,$45369.72,$28975.32,$16394.4
4505,Europe,France,Office Supplies,Online,L,1/19/2018,391200673,3827,$601.4,$484.81,$2301557.8,$1855367.87,$446189.93
4506,Middle East and North Africa,Iran,Baby Food,Offline,H,3/1/2018,176782310,2669,$262.74,$164.08,$701253.06,$437929.52,$263323.54
4507,Middle East and North Africa,Qatar,Snacks,Offline,M,6/19/2021,601727044,3259,$142.54,$91.03,$464537.86,$296666.77,$167871.09
4508,Asia,Myanmar,Baby Food,Online,M,8/11/2016,200458705,9040,$250.04,$156.15,$2260361.6,$1411596.0,$848765.6
4509,Middle East and North Africa,Oman,Office Supplies,Offline,C,3/7/2019,727713620,5486,$640.48,$516.31,$3513673.28,$2832476.66,$681196.62
4510,Europe,San Marino,Vegetables,Offline,M,9/30/2019,408540618,5102,$158.59,$93.61,$809126.18,$477598.22,$331527.96
4511,Central America and the Caribbean,Haiti,Fruits,Online,H,2/2/2021,688301026,2424,$9.73,$7.21,$23585.52,$17477.04,$6108.48
4512,North America,Ghana,Fruits,Online,L,2/15/2016,382668673,9019,$8.62,$6.39,$77743.78,$57631.41,$20112.37
4513,Australia and Oceania,New Zealand,Beverages,Offline,H,2/13/2017,627629888,8486,$45.51,$30.49,$386197.86,$258738.14,$127459.72
4514,Central America and the Caribbean,Jamaica,Beverages,Online,M,11/27/2018,829483497,1454,$51.81,$34.71,$75331.74,$50468.34,$24863.4
4515,Asia,Laos,Clothes,Offline,M,12/14/2022,914840829,586,$112.02,$36.74,$65643.72,$21529.64,$44114.08
4516,Australia and Oceania,Tonga,Baby Food,Online,H,6/7/2020,880625712,5573,$236.58,$147.74,$1318460.34,$823355.02,$495105.32
4517,Australia and Oceania,Solomon Islands,Beverages,Offline,L,9/23/2018,344074475,8138,$51.81,$34.71,$421629.78,$282469.98,$139159.8
4518,Asia,India,Baby Food,Online,H,7/3/2022,792735946,7038,$257.74,$160.95,$1813974.12,$1132766.1,$681208.02
4519,Asia,Bangladesh,Vegetables,Online,L,5/5/2022,634471452,3057,$147.2,$86.88,$449990.4,$265592.16,$184398.24
4520,Middle East and North Africa,Egypt,Fruits,Offline,M,4/2/2023,147454822,4013,$9.76,$7.24,$39166.88,$29054.12,$10112.76
4521,North America,Burundi,Clothes,Online,L,4/19/2021,130172383,9756,$111.52,$36.58,$1087989.12,$356874.48,$731114.64
